customer_id,first_name,last_name,phone,email,street,city,state,zip_code,Extract Time,Source,local
22,Adelle,Larsen,Missing,adelle.larsen@gmail.com,683 West Kirkland Dr. ,East Northport,NY,11731,2024-05-01 21:24:41.449718,datalake,False
23,Kaylee,English,Missing,kaylee.english@msn.com,8786 Fulton Rd. ,Hollis,NY,11423,2024-05-01 21:24:41.449718,datalake,False
24,Corene,Wall,Missing,corene.wall@msn.com,9601 Ocean Rd. ,Atwater,CA,95301,2024-05-01 21:24:41.449718,datalake,False
25,Regenia,Vaughan,Missing,regenia.vaughan@gmail.com,44 Stonybrook Street ,Mahopac,NY,10541,2024-05-01 21:24:41.449718,datalake,False
26,Theo,Reese,(562) 215-2907,theo.reese@gmail.com,8755 W. Wild Horse St. ,Long Beach,NY,11561,2024-05-01 21:24:41.449718,datalake,False
27,Santos,Valencia,Missing,santos.valencia@yahoo.com,7479 Carpenter Street ,Sunnyside,NY,11104,2024-05-01 21:24:41.449718,datalake,False
28,Jeanice,Frost,Missing,jeanice.frost@hotmail.com,76 Devon Lane ,Ossining,NY,10562,2024-05-01 21:24:41.449718,datalake,False
29,Syreeta,Hendricks,Missing,syreeta.hendricks@msn.com,193 Spruce Road ,Mahopac,NY,10541,2024-05-01 21:24:41.449718,datalake,False
30,Jamaal,Albert,Missing,jamaal.albert@gmail.com,853 Stonybrook Street ,Torrance,CA,90505,2024-05-01 21:24:41.449718,datalake,False
31,Williemae,Holloway,(510) 246-8375,williemae.holloway@msn.com,69 Cypress St. ,Oakland,CA,94603,2024-05-01 21:24:41.449718,datalake,False
32,Araceli,Golden,Missing,araceli.golden@msn.com,12 Ridgeview Ave. ,Fullerton,CA,92831,2024-05-01 21:24:41.449718,datalake,False
33,Deloris,Burke,Missing,deloris.burke@hotmail.com,895 Edgemont Drive ,Palos Verdes Peninsula,CA,90274,2024-05-01 21:24:41.449718,datalake,False
34,Brittney,Woodward,Missing,brittney.woodward@aol.com,960 River St. ,East Northport,NY,11731,2024-05-01 21:24:41.449718,datalake,False
35,Guillermina,Noble,Missing,guillermina.noble@msn.com,6 Del Monte Lane ,Baldwinsville,NY,13027,2024-05-01 21:24:41.449718,datalake,False
36,Bernita,Mcdaniel,Missing,bernita.mcdaniel@hotmail.com,2 Peg Shop Ave. ,Liverpool,NY,13090,2024-05-01 21:24:41.449718,datalake,False
37,Melia,Brady,Missing,melia.brady@gmail.com,907 Shirley Rd. ,Maspeth,NY,11378,2024-05-01 21:24:41.449718,datalake,False
38,Zelma,Browning,Missing,zelma.browning@aol.com,296 Second Street ,Astoria,NY,11102,2024-05-01 21:24:41.449718,datalake,False
39,Janetta,Aguirre,(717) 670-2634,janetta.aguirre@aol.com,214 Second Court ,Lancaster,NY,14086,2024-05-01 21:24:41.449718,datalake,False
40,Ronna,Butler,Missing,ronna.butler@gmail.com,9438 Plymouth Court ,Encino,CA,91316,2024-05-01 21:24:41.449718,datalake,False
41,Kathie,Freeman,Missing,kathie.freeman@msn.com,667 Temple Dr. ,Queensbury,NY,12804,2024-05-01 21:24:41.449718,datalake,False
42,Tangela,Quinn,Missing,tangela.quinn@aol.com,4 S. Purple Finch Road ,Richmond Hill,NY,11418,2024-05-01 21:24:41.449718,datalake,False
43,Mozelle,Carter,(281) 489-9656,mozelle.carter@aol.com,895 Chestnut Ave. ,Houston,TX,77016,2024-05-01 21:24:41.449718,datalake,False
44,Onita,Johns,Missing,onita.johns@msn.com,32 Glen Creek Lane ,Elmont,NY,11003,2024-05-01 21:24:41.449718,datalake,False
45,Bennett,Armstrong,Missing,bennett.armstrong@aol.com,688 Walnut Street ,Bethpage,NY,11714,2024-05-01 21:24:41.449718,datalake,False
46,Monika,Berg,Missing,monika.berg@gmail.com,369 Vernon Dr. ,Encino,CA,91316,2024-05-01 21:24:41.449718,datalake,False
47,Bridgette,Guerra,Missing,bridgette.guerra@hotmail.com,9982 Manor Drive ,San Lorenzo,CA,94580,2024-05-01 21:24:41.449718,datalake,False
48,Cesar,Jackson,Missing,cesar.jackson@gmail.com,8068 N. Griffin Ave. ,Liverpool,NY,13090,2024-05-01 21:24:41.449718,datalake,False
49,Caroll,Hays,Missing,caroll.hays@yahoo.com,9381 Wrangler St. ,Fairport,NY,14450,2024-05-01 21:24:41.449718,datalake,False
50,Cleotilde,Booth,Missing,cleotilde.booth@gmail.com,17 Corona St. ,Sugar Land,TX,77478,2024-05-01 21:24:41.449718,datalake,False
51,Gertrud,Rhodes,Missing,gertrud.rhodes@aol.com,9961 Meadowbrook Street ,Merrick,NY,11566,2024-05-01 21:24:41.449718,datalake,False
52,Tu,Ramirez,Missing,tu.ramirez@hotmail.com,24 W. Courtland Street ,East Elmhurst,NY,11369,2024-05-01 21:24:41.449718,datalake,False
53,Saturnina,Garner,Missing,saturnina.garner@gmail.com,8538 Fairground St. ,Glendora,CA,91740,2024-05-01 21:24:41.449718,datalake,False
54,Fran,Yang,Missing,fran.yang@hotmail.com,440 Pearl St. ,Utica,NY,13501,2024-05-01 21:24:41.449718,datalake,False
55,Diana,Guerra,Missing,diana.guerra@hotmail.com,45 Chapel Ave. ,Merrick,NY,11566,2024-05-01 21:24:41.449718,datalake,False
56,Lolita,Mosley,(281) 363-3309,lolita.mosley@hotmail.com,376 S. High Ridge St. ,Houston,TX,77016,2024-05-01 21:24:41.449718,datalake,False
57,Pamala,Henry,Missing,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,NY,10451,2024-05-01 21:24:41.449718,datalake,False
58,Damien,Dorsey,Missing,damien.dorsey@yahoo.com,161 Old York Street ,Central Islip,NY,11722,2024-05-01 21:24:41.449718,datalake,False
59,Latasha,Stanley,Missing,latasha.stanley@gmail.com,8068 Fordham Drive ,Rockville Centre,NY,11570,2024-05-01 21:24:41.449718,datalake,False
60,Neil,Mccall,Missing,neil.mccall@gmail.com,7476 Oakland Dr. ,San Carlos,CA,94070,2024-05-01 21:24:41.449718,datalake,False
61,Elinore,Aguilar,Missing,elinore.aguilar@msn.com,9766 Rockcrest Ave. ,San Angelo,TX,76901,2024-05-01 21:24:41.449718,datalake,False
62,Alica,Hunter,Missing,alica.hunter@hotmail.com,8 San Juan Drive ,East Elmhurst,NY,11369,2024-05-01 21:24:41.449718,datalake,False
63,Tenisha,Lyons,Missing,tenisha.lyons@aol.com,78 E. Rock Creek Street ,Amityville,NY,11701,2024-05-01 21:24:41.449718,datalake,False
64,Bobbie,Foster,Missing,bobbie.foster@yahoo.com,988 Pineknoll Ave. ,Desoto,TX,75115,2024-05-01 21:24:41.449718,datalake,False
65,Kanesha,Vega,Missing,kanesha.vega@gmail.com,771 E. Oxford Drive ,Rome,NY,13440,2024-05-01 21:24:41.449718,datalake,False
66,Lorrie,Becker,Missing,lorrie.becker@yahoo.com,19 North Court ,Garland,TX,75043,2024-05-01 21:24:41.449718,datalake,False
67,Tommie,Melton,(916) 802-2952,tommie.melton@gmail.com,8 West Old York St. ,Sacramento,CA,95820,2024-05-01 21:24:41.449718,datalake,False
68,Jayne,Kirkland,Missing,jayne.kirkland@hotmail.com,7800 Second Lane ,Rowlett,TX,75088,2024-05-01 21:24:41.449718,datalake,True
69,Katelin,Kennedy,Missing,katelin.kennedy@gmail.com,286 Myrtle Lane ,Rocklin,CA,95677,2024-05-01 21:24:41.449718,datalake,False
70,Tomasa,Carson,Missing,tomasa.carson@aol.com,10 Clark Avenue ,East Elmhurst,NY,11369,2024-05-01 21:24:41.449718,datalake,False
71,Takako,Casey,Missing,takako.casey@aol.com,7548 Court Lane ,Bronx,NY,10451,2024-05-01 21:24:41.449718,datalake,False
72,Petronila,Norris,Missing,petronila.norris@aol.com,72 South Marshall Lane ,South El Monte,CA,91733,2024-05-01 21:24:41.449718,datalake,False
73,Melanie,Hayes,Missing,melanie.hayes@msn.com,5 N. Hall Dr. ,Liverpool,NY,13090,2024-05-01 21:24:41.449718,datalake,False
74,Georgeann,Waller,Missing,georgeann.waller@yahoo.com,9797 Bald Hill Ave. ,North Tonawanda,NY,14120,2024-05-01 21:24:41.449718,datalake,False
75,Abby,Gamble,Missing,abby.gamble@aol.com,60 Myers Dr. ,Amityville,NY,11701,2024-05-01 21:24:41.449718,datalake,False
76,Parker,Prince,Missing,parker.prince@hotmail.com,21 Sulphur Springs Drive ,Port Jefferson Station,NY,11776,2024-05-01 21:24:41.449718,datalake,False
77,Keri,Bridges,Missing,keri.bridges@gmail.com,8504 Brickell Ave. ,Richardson,TX,75080,2024-05-01 21:24:41.449718,datalake,False
78,Chi,Goff,Missing,chi.goff@aol.com,3 W. Glen Ridge Avenue ,Palos Verdes Peninsula,CA,90274,2024-05-01 21:24:41.449718,datalake,False
79,Ashanti,Parks,Missing,ashanti.parks@hotmail.com,846 N. Helen St. ,Baldwin,NY,11510,2024-05-01 21:24:41.449718,datalake,True
80,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,Buffalo,NY,14215,2024-05-01 21:24:41.449718,datalake,False
81,Zina,Bonner,Missing,zina.bonner@hotmail.com,9312 8th Street ,San Lorenzo,CA,94580,2024-05-01 21:24:41.449718,datalake,False
82,Lizzie,Joyner,Missing,lizzie.joyner@msn.com,8541 Roberts St. ,Coachella,CA,92236,2024-05-01 21:24:41.449718,datalake,False
83,Tiesha,Daniel,Missing,tiesha.daniel@yahoo.com,6 West Bohemia Lane ,Scarsdale,NY,10583,2024-05-01 21:24:41.449718,datalake,False
84,Armand,Whitehead,Missing,armand.whitehead@hotmail.com,639 Harvey St. ,Lindenhurst,NY,11757,2024-05-01 21:24:41.449718,datalake,False
85,Teofila,Fischer,Missing,teofila.fischer@aol.com,1 West Brickyard St. ,Huntington Station,NY,11746,2024-05-01 21:24:41.449718,datalake,False
86,Lissa,Vargas,Missing,lissa.vargas@yahoo.com,517 Victoria Ave. ,Oswego,NY,13126,2024-05-01 21:24:41.449718,datalake,False
87,Yan,Mcgowan,Missing,yan.mcgowan@msn.com,8960 Newport Ave. ,Duarte,CA,91010,2024-05-01 21:24:41.449718,datalake,False
88,Titus,Bullock,Missing,titus.bullock@gmail.com,29 Oxford Avenue ,Hollis,NY,11423,2024-05-01 21:24:41.449718,datalake,False
89,Arvilla,Osborn,Missing,arvilla.osborn@gmail.com,60 Acacia Lane ,Upland,CA,91784,2024-05-01 21:24:41.449718,datalake,False
90,Marjorie,Logan,Missing,marjorie.logan@msn.com,95 Grandrose St. ,Franklin Square,NY,11010,2024-05-01 21:24:41.449718,datalake,False
91,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,2024-05-01 21:24:41.449718,datalake,False
92,Tena,Cruz,Missing,tena.cruz@yahoo.com,1 South St. ,Farmingdale,NY,11735,2024-05-01 21:24:41.449718,datalake,False
93,Corrina,Sawyer,(248) 370-1364,corrina.sawyer@yahoo.com,95 Briarwood Lane ,Troy,NY,12180,2024-05-01 21:24:41.449718,datalake,False
94,Sharyn,Hopkins,Missing,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,2024-05-01 21:24:41.449718,datalake,False
95,Letitia,Franco,Missing,letitia.franco@aol.com,607 Lakeview Drive ,Saratoga Springs,NY,12866,2024-05-01 21:24:41.449718,datalake,False
96,Floretta,Higgins,Missing,floretta.higgins@hotmail.com,870 Lilac Dr. ,Bayside,NY,11361,2024-05-01 21:24:41.449718,datalake,False
97,Louanne,Martin,Missing,louanne.martin@hotmail.com,1 Campfire Ave. ,Yuba City,CA,95993,2024-05-01 21:24:41.449718,datalake,False
98,Violet,Valenzuela,Missing,violet.valenzuela@msn.com,8668 Piper Street ,Plattsburgh,NY,12901,2024-05-01 21:24:41.449718,datalake,False
99,Carie,Kidd,Missing,carie.kidd@yahoo.com,6 East Clinton Street ,Monroe,NY,10950,2024-05-01 21:24:41.449718,datalake,False
100,Kellie,Franco,Missing,kellie.franco@yahoo.com,444 South Walnut Rd. ,Commack,NY,11725,2024-05-01 21:24:41.449718,datalake,False
101,Nichelle,Howell,Missing,nichelle.howell@aol.com,7670 Forest St. ,Scarsdale,NY,10583,2024-05-01 21:24:41.449718,datalake,False
102,Marisol,Goodman,Missing,marisol.goodman@gmail.com,864 East Cherry St. ,Canandaigua,NY,14424,2024-05-01 21:24:41.449718,datalake,False
103,Sylvie,Wilkerson,Missing,sylvie.wilkerson@yahoo.com,750 Central Ave. ,Syosset,NY,11791,2024-05-01 21:24:41.449718,datalake,False
104,Katharina,Bates,Missing,katharina.bates@gmail.com,54 South Greenview Drive ,Campbell,CA,95008,2024-05-01 21:24:41.449718,datalake,False
105,Marget,Hodge,Missing,marget.hodge@msn.com,7199 Selby Lane ,Woodhaven,NY,11421,2024-05-01 21:24:41.449718,datalake,False
106,Raul,Melendez,Missing,raul.melendez@hotmail.com,9772 Manhattan St. ,Elmhurst,NY,11373,2024-05-01 21:24:41.449718,datalake,False
107,Cecil,Hopper,Missing,cecil.hopper@yahoo.com,471 Glenlake Ave. ,Central Islip,NY,11722,2024-05-01 21:24:41.449718,datalake,False
108,Shae,Hickman,Missing,shae.hickman@hotmail.com,740 Pin Oak Street ,Floral Park,NY,11001,2024-05-01 21:24:41.449718,datalake,False
109,Monica,Sears,(408) 704-8863,monica.sears@aol.com,57 Glenholme St. ,San Jose,CA,95127,2024-05-01 21:24:41.449718,datalake,False
110,Ollie,Zimmerman,(657) 648-2863,ollie.zimmerman@yahoo.com,69 Wood Rd. ,Anaheim,CA,92806,2024-05-01 21:24:41.449718,datalake,False
111,Shila,White,Missing,shila.white@msn.com,94 Lakeshore Street ,Orchard Park,NY,14127,2024-05-01 21:24:41.449718,datalake,False
112,Yuk,Vega,Missing,yuk.vega@yahoo.com,413 Wood St. ,West Hempstead,NY,11552,2024-05-01 21:24:41.449718,datalake,False
113,Eliana,Silva,Missing,eliana.silva@gmail.com,7119 Summer Rd. ,Farmingdale,NY,11735,2024-05-01 21:24:41.449718,datalake,False
114,Thalia,Horne,Missing,thalia.horne@yahoo.com,9312 Harvard Street ,Amityville,NY,11701,2024-05-01 21:24:41.449718,datalake,False
115,Rey,Lindsay,Missing,rey.lindsay@gmail.com,16 Philmont St. ,Monroe,NY,10950,2024-05-01 21:24:41.449718,datalake,False
116,Merlene,Vinson,Missing,merlene.vinson@gmail.com,431 Vine Dr. ,Euless,TX,76039,2024-05-01 21:24:41.449718,datalake,False
117,Dacia,William,Missing,dacia.william@msn.com,62 Cypress Drive ,Sugar Land,TX,77478,2024-05-01 21:24:41.449718,datalake,False
118,Le,Wood,Missing,le.wood@yahoo.com,90 Primrose Dr. ,Pittsford,NY,14534,2024-05-01 21:24:41.449718,datalake,False
119,Thalia,Dillard,Missing,thalia.dillard@yahoo.com,987 NE. Gates Street ,San Angelo,TX,76901,2024-05-01 21:24:41.449718,datalake,False
120,Luz,House,(559) 114-2580,luz.house@gmail.com,491 Railroad Street ,Fresno,CA,93706,2024-05-01 21:24:41.449718,datalake,False
121,Lucy,Woods,Missing,lucy.woods@gmail.com,8437 West Rockaway St. ,Palos Verdes Peninsula,CA,90274,2024-05-01 21:24:41.449718,datalake,False
122,Shena,Carter,Missing,shena.carter@yahoo.com,72 University Road ,Howard Beach,NY,11414,2024-05-01 21:24:41.449718,datalake,False
123,Robena,Hill,(361) 598-4414,robena.hill@hotmail.com,263 Cross St. ,Corpus Christi,TX,78418,2024-05-01 21:24:41.449718,datalake,False
124,Jeni,Booker,Missing,jeni.booker@gmail.com,546 Railroad Dr. ,South El Monte,CA,91733,2024-05-01 21:24:41.449718,datalake,False
125,Herlinda,Stone,Missing,herlinda.stone@msn.com,725 Gulf St. ,Canandaigua,NY,14424,2024-05-01 21:24:41.449718,datalake,False
126,Lavina,Dejesus,Missing,lavina.dejesus@msn.com,59 E. Valley Avenue ,Newburgh,NY,12550,2024-05-01 21:24:41.449718,datalake,False
127,Erlinda,Nielsen,Missing,erlinda.nielsen@aol.com,728 Oxford Lane ,Maspeth,NY,11378,2024-05-01 21:24:41.449718,datalake,False
128,Terrance,Lynn,Missing,terrance.lynn@yahoo.com,91 East Buckingham Drive ,Plattsburgh,NY,12901,2024-05-01 21:24:41.449718,datalake,False
129,Walton,Dejesus,Missing,walton.dejesus@yahoo.com,15 Washington Rd. ,Lockport,NY,14094,2024-05-01 21:24:41.449718,datalake,False
130,Wes,Stanton,(248) 247-5074,wes.stanton@msn.com,8662 Tunnel Street ,Troy,NY,12180,2024-05-01 21:24:41.449718,datalake,False
131,Tanesha,Hampton,Missing,tanesha.hampton@hotmail.com,19 Belmont Ave. ,Syosset,NY,11791,2024-05-01 21:24:41.449718,datalake,False
132,Boyd,Irwin,Missing,boyd.irwin@hotmail.com,221 Whitemarsh St. ,Hamburg,NY,14075,2024-05-01 21:24:41.449718,datalake,False
133,Delbert,Wilkins,Missing,delbert.wilkins@aol.com,420 Greenview St. ,Coram,NY,11727,2024-05-01 21:24:41.449718,datalake,False
134,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St. ,Hempstead,NY,11550,2024-05-01 21:24:41.449718,datalake,False
135,Dorthey,Jackson,(281) 926-8010,dorthey.jackson@msn.com,9768 Brookside St. ,Houston,TX,77016,2024-05-01 21:24:41.449718,datalake,False
136,Sarita,Parks,Missing,sarita.parks@msn.com,7809 Second Lane ,Forney,TX,75126,2024-05-01 21:24:41.449718,datalake,False
137,Shonta,Mercer,Missing,shonta.mercer@aol.com,319 NE. La Sierra Avenue ,Massapequa,NY,11758,2024-05-01 21:24:41.449718,datalake,False
138,Jone,Bernard,(657) 536-5165,jone.bernard@hotmail.com,99 Longbranch Court ,Anaheim,CA,92806,2024-05-01 21:24:41.449718,datalake,False
139,Wanita,Davenport,Missing,wanita.davenport@aol.com,525 Dogwood Ave. ,Spring Valley,NY,10977,2024-05-01 21:24:41.449718,datalake,False
140,Cleopatra,Tate,Missing,cleopatra.tate@aol.com,97 N. Glenwood St. ,East Elmhurst,NY,11369,2024-05-01 21:24:41.449718,datalake,False
141,Ramiro,Byers,Missing,ramiro.byers@gmail.com,16 Pleasant St. ,Saint Albans,NY,11412,2024-05-01 21:24:41.449718,datalake,False
142,Nicholas,Vazquez,Missing,nicholas.vazquez@hotmail.com,9 Roosevelt Street ,West Hempstead,NY,11552,2024-05-01 21:24:41.449718,datalake,False
143,Janae,Doyle,Missing,janae.doyle@gmail.com,760 Rose Ave. ,Jackson Heights,NY,11372,2024-05-01 21:24:41.449718,datalake,False
144,Hans,Price,Missing,hans.price@hotmail.com,51 Glendale Road ,Port Chester,NY,10573,2024-05-01 21:24:41.449718,datalake,False
145,Miquel,Neal,Missing,miquel.neal@hotmail.com,9564 Deerfield Lane ,Staten Island,NY,10301,2024-05-01 21:24:41.449718,datalake,False
146,Stefany,Potter,Missing,stefany.potter@gmail.com,256 South Academy St. ,Saratoga Springs,NY,12866,2024-05-01 21:24:41.449718,datalake,False
147,Bernetta,Marquez,Missing,bernetta.marquez@hotmail.com,626 E. Dunbar Street ,Smithtown,NY,11787,2024-05-01 21:24:41.449718,datalake,False
148,Julee,Woodard,Missing,julee.woodard@yahoo.com,869 Summerhouse Dr. ,Richmond Hill,NY,11418,2024-05-01 21:24:41.449718,datalake,False
149,Meredith,Bryan,Missing,meredith.bryan@hotmail.com,8935 E. Oxford St. ,Spring Valley,NY,10977,2024-05-01 21:24:41.449718,datalake,False
150,Weldon,Michael,Missing,weldon.michael@hotmail.com,9952 Nut Swamp St. ,Huntington,NY,11743,2024-05-01 21:24:41.449718,datalake,False
151,Joesph,Delacruz,Missing,joesph.delacruz@aol.com,184 Cypress Street ,Atwater,CA,95301,2024-05-01 21:24:41.449718,datalake,False
152,Katherina,Odom,Missing,katherina.odom@yahoo.com,897 N. Oak Drive ,Plainview,NY,11803,2024-05-01 21:24:41.449718,datalake,False
153,Laraine,Robbins,Missing,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,San Angelo,TX,76901,2024-05-01 21:24:41.449718,datalake,False
154,Jenise,Preston,Missing,jenise.preston@yahoo.com,9 Littleton Drive ,Helotes,TX,78023,2024-05-01 21:24:41.449718,datalake,False
155,Lory,Page,Missing,lory.page@hotmail.com,58 Summerhouse Street ,Bay Shore,NY,11706,2024-05-01 21:24:41.449718,datalake,False
156,Charlyn,Cantrell,Missing,charlyn.cantrell@yahoo.com,8756 Euclid St. ,West Islip,NY,11795,2024-05-01 21:24:41.449718,datalake,False
157,Carola,Rodriquez,Missing,carola.rodriquez@hotmail.com,9433 Heritage Lane ,Banning,CA,92220,2024-05-01 21:24:41.449718,datalake,False
158,Alane,Kennedy,Missing,alane.kennedy@yahoo.com,34 Green Lake Street ,Spring Valley,NY,10977,2024-05-01 21:24:41.449718,datalake,False
159,Regina,Burns,Missing,regina.burns@aol.com,713 Buckingham St. ,Garland,TX,75043,2024-05-01 21:24:41.449718,datalake,False
160,Omer,Estrada,Missing,omer.estrada@gmail.com,9 Honey Creek Street ,Rowlett,TX,75088,2024-05-01 21:24:41.449718,datalake,True
161,Crystle,Gilliam,Missing,crystle.gilliam@yahoo.com,86 Edgewater Road ,Smithtown,NY,11787,2024-05-01 21:24:41.449718,datalake,False
162,Kam,Wilder,Missing,kam.wilder@hotmail.com,500 West Clay Ave. ,Newburgh,NY,12550,2024-05-01 21:24:41.449718,datalake,False
163,Margert,Stevens,Missing,margert.stevens@aol.com,502 North Poplar St. ,Rome,NY,13440,2024-05-01 21:24:41.449718,datalake,False
164,Tomika,Larson,Missing,tomika.larson@yahoo.com,254 Canal St. ,Woodside,NY,11377,2024-05-01 21:24:41.449718,datalake,False
165,Jeromy,Burch,(408) 955-8238,jeromy.burch@msn.com,889 Mulberry Street ,San Jose,CA,95127,2024-05-01 21:24:41.449718,datalake,False
166,Lena,Mills,Missing,lena.mills@yahoo.com,42 Homestead St. ,Woodhaven,NY,11421,2024-05-01 21:24:41.449718,datalake,False
167,Loreta,Johnston,Missing,loreta.johnston@yahoo.com,39 Lafayette Dr. ,Spring Valley,NY,10977,2024-05-01 21:24:41.449718,datalake,False
168,Nettie,Mcdaniel,Missing,nettie.mcdaniel@hotmail.com,7004 E. Wakehurst St. ,South Ozone Park,NY,11420,2024-05-01 21:24:41.449718,datalake,False
169,Karla,Kirk,Missing,karla.kirk@yahoo.com,9718 Harvard Rd. ,Palos Verdes Peninsula,CA,90274,2024-05-01 21:24:41.449718,datalake,False
170,Regine,Gonzales,(805) 763-4045,regine.gonzales@gmail.com,798 Court Drive ,Oxnard,CA,93035,2024-05-01 21:24:41.449718,datalake,False
171,Miriam,Baker,Missing,miriam.baker@hotmail.com,90 Studebaker St. ,Uniondale,NY,11553,2024-05-01 21:24:41.449718,datalake,False
172,Jeanie,Kirkland,Missing,jeanie.kirkland@aol.com,7643 Old Theatre St. ,Santa Clara,CA,95050,2024-05-01 21:24:41.449718,datalake,False
173,Marquerite,Dawson,Missing,marquerite.dawson@gmail.com,37 Hamilton Court ,Garland,TX,75043,2024-05-01 21:24:41.449718,datalake,False
174,Babara,Ochoa,Missing,babara.ochoa@aol.com,872 Smith Store St. ,Scarsdale,NY,10583,2024-05-01 21:24:41.449718,datalake,False
175,Nova,Hess,Missing,nova.hess@msn.com,773 South Lafayette St. ,Duarte,CA,91010,2024-05-01 21:24:41.449718,datalake,False
176,Carley,Reynolds,Missing,carley.reynolds@gmail.com,2 Snake Hill Drive ,South El Monte,CA,91733,2024-05-01 21:24:41.449718,datalake,False
177,Carissa,Foreman,Missing,carissa.foreman@msn.com,69C N. Ridge Rd. ,Maspeth,NY,11378,2024-05-01 21:24:41.449718,datalake,False
178,Genoveva,Tyler,(212) 152-6381,genoveva.tyler@gmail.com,8121 Windfall Ave. ,New York,NY,10002,2024-05-01 21:24:41.449718,datalake,False
179,Deane,Sears,Missing,deane.sears@hotmail.com,3 Bradford Court ,Pittsford,NY,14534,2024-05-01 21:24:41.449718,datalake,False
180,Karey,Steele,Missing,karey.steele@gmail.com,8879 Kent Lane ,Farmingdale,NY,11735,2024-05-01 21:24:41.449718,datalake,False
181,Olevia,Pitts,Missing,olevia.pitts@gmail.com,39 Fieldstone Drive ,Redondo Beach,CA,90278,2024-05-01 21:24:41.449718,datalake,False
182,Jenniffer,Bullock,Missing,jenniffer.bullock@msn.com,38 Oxford Avenue ,Bay Shore,NY,11706,2024-05-01 21:24:41.449718,datalake,False
183,Jeniffer,Ratliff,Missing,jeniffer.ratliff@gmail.com,510 Rocky River Court ,Floral Park,NY,11001,2024-05-01 21:24:41.449718,datalake,False
